"year","country","location","temperature"
2012,"Palestinian Territory","Higginsfort",10.469333188800007
2009,"North Macedonia","Farmerbury",10.47061040628935
2000,"Cameroon","North Elizabeth",10.475711409217666
2008,"Ireland","Brownberg",10.475896989703076
2000,"Moldova","Lake Thomasfort",10.477292362676897
2013,"Gambia","New Jenniferside",10.477530160844996
2016,"Malaysia","East Kelly",10.483020530107105
2001,"Marshall Islands","Lake Karen",10.48610264270479
2005,"Nicaragua","Joanburgh",10.489313085117727
2021,"Gibraltar","West Derek",10.489589619576744
2012,"Hungary","West Jamesshire",10.491831008042045
2013,"Ghana","Kendraburgh",10.493572968351952
2019,"Swaziland","Burnsstad",10.496452280861028
2018,"Comoros","Port Brian",10.496750451430614
2012,"New Caledonia","West Stevenshire",10.4972384986107
2010,"Sierra Leone","Lake Jeremy",10.498612747626726
2001,"Brunei Darussalam","Hessville",10.498995598152357
2008,"Romania","East Destiny",10.499878145131248
2015,"Brazil","Nicholasport",10.50000167260318
2015,"Tanzania","Lake Darlenetown",10.500333645627393
2007,"Thailand","Susanfurt",10.500378036014316
2007,"Heard Island and McDonald Islands","Hornside",10.500965521896894
2006,"Cambodia","Stacyborough",10.501991547110949
2019,"Mali","Lake Lorichester",10.503827551899963
2012,"Malta","Lake Ashley",10.504181754223032
2021,"Thailand","Morganshire",10.50649127650924
2010,"Georgia","Lawrencestad",10.50761692328231
2001,"Cayman Islands","Lake Kevin",10.5183561462678
2015,"Saint Lucia","Meganport",10.520738419057793
2011,"Holy See (Vatican City State)","Hopkinsstad",10.523836984490243
2021,"Malta","Sabrinabury",10.524020338487505
2005,"Haiti","North Timothychester",10.531238891598411
2019,"Algeria","Jessicaland",10.534140998021334
2013,"Philippines","Martineztown",10.535771357316936
2005,"Bahamas","Garzaville",10.548607166947706
2005,"China","Rickystad",10.54930392097599
2006,"Georgia","Patelville",10.550304545346409
2001,"Honduras","Kimberlymouth",10.551169518249504
2014,"Iceland","Marymouth",10.551607868045169
2006,"Kazakhstan","Lake Ralph",10.553467146357756
2006,"Pakistan","Ellishaven",10.55367563722207
2001,"Heard Island and McDonald Islands","Micheleborough",10.554548576105308
2020,"Andorra","Calderonmouth",10.557701905588932
2013,"France","South Ashley",10.561228239503857
2022,"Switzerland","Leeland",10.56537343294158
2020,"Niue","Farrellmouth",10.567027657423845
2005,"Spain","Murphyshire",10.567062651058794
2017,"Congo","North Laurabury",10.567350959712815
2015,"Germany","Shawnshire",10.570518411249614
2014,"Greece","Millertown",10.572133170125236
2012,"Namibia","Schneiderport",10.575094088322416
2010,"Micronesia","Lewisburgh",10.575915497866845
2000,"Lebanon","Andersonside",10.578127292883543
2001,"American Samoa","East Dominiqueshire",10.580444159169282
2020,"Netherlands Antilles","West Paulborough",10.588103184457736
2015,"Cook Islands","Williamsmouth",10.5892102071562
2007,"Uganda","Leahmouth",10.592300312532586
2005,"Portugal","Nelsonland",10.59359843792232
2016,"Barbados","North Jessicafurt",10.596641539579633
2020,"Madagascar","Port Jessica",10.596784724113528
2018,"Reunion","East Charles",10.599210298798807
2013,"Saint Helena","New Tina",10.601020312670933
2015,"Guinea-Bissau","Lake Joshua",10.60486746629971
2003,"Bouvet Island (Bouvetoya)","Port Shawn",10.605634374155349
2006,"Philippines","North Carolchester",10.608405871433716
2002,"Tokelau","Johnsonville",10.612953102325989
2010,"Uzbekistan","South Steven",10.61676148437036
2012,"Egypt","Schwartzside",10.617502834763233
2000,"Bosnia and Herzegovina","Sarahside",10.61927144522944
2015,"Saint Barthelemy","South Annfurt",10.620429742911128
2007,"Montserrat","Allenborough",10.622570377863925
2011,"Palau","Suzanneland",10.624697907400334
2003,"Algeria","Annamouth",10.626486179722772
2010,"Finland","South Larry",10.628014735994554
2012,"Switzerland","Jenniferville",10.62881331269259
2012,"Guinea-Bissau","Sergiostad",10.633647977718947
2017,"Norway","Ericafort",10.633778878730936
2019,"Bosnia and Herzegovina","East Shannon",10.633859784787155
2011,"Namibia","East Edwardville",10.634490057846875
2018,"Liechtenstein","East Laura",10.636256801132998
2021,"Poland","East Sheilaberg",10.638059426981268
2007,"Svalbard & Jan Mayen Islands","Woodfurt",10.643408783730727
2021,"Ukraine","West Janeburgh",10.644282766666262
2011,"Iran","North Aaronhaven",10.6442859978797
2007,"Slovenia","South Corey",10.647602877961816
2014,"Bahrain","Port Shannonfort",10.648283930588043
2014,"Mauritania","Port Stephaniechester",10.64936951117098
2012,"United States of America","Lake Tristan",10.650411853514822
2014,"Turks and Caicos Islands","Danielletown",10.651034446559052
2002,"Slovakia (Slovak Republic)","Port Donald",10.65701560454903
2002,"Latvia","Morrisstad",10.659554393223448
2012,"Romania","Mendozafort",10.659833662819503
2016,"Lebanon","Timothyburgh",10.66671526705812
2019,"Korea","Gardnerbury",10.66982098831812
2012,"Guinea-Bissau","Josephview",10.67117865374539
2016,"Azerbaijan","Walkerbury",10.671953160697491
2004,"Tunisia","New Sherry",10.672024867543051
2007,"Georgia","West Stephaniechester",10.675551343085084
2009,"Jordan","South Cynthia",10.67675187946263
2019,"Seychelles","Thompsonchester",10.678206689293972
2014,"New Zealand","East Kristinaland",10.686999356073184
2000,"Latvia","New Williamtown",10.688985961440224
2008,"Montserrat","Lauraview",10.690074066797036
2010,"Guinea-Bissau","Murphyville",10.69380940639098
2009,"Rwanda","East Kenneth",10.698471031966951
2010,"Slovenia","Port Mary",10.698938600514348
2013,"Ukraine","Charlesview",10.69899231730708
2004,"Syrian Arab Republic","West Dustin",10.6998664416912
2011,"Bahrain","New Mark",10.70298067256276
2010,"Namibia","New Jason",10.704239909785944
2004,"Bouvet Island (Bouvetoya)","North Christina",10.70425928575694
2003,"Lesotho","Lake Joshua",10.707496674987548
2013,"Congo","Levyfurt",10.70870694457358
2009,"Micronesia","Michaelside",10.708880790480398
2015,"New Caledonia","Hutchinsonmouth",10.709704954102165
2008,"Serbia","Sarahfort",10.70999776379497
2001,"Anguilla","Dennisborough",10.7114088570722
2004,"Zimbabwe","South Katherinefurt",10.71251437651248
2012,"Ireland","Tiffanymouth",10.712739839086042
2015,"Estonia","Jeffreychester",10.712928619725858
2020,"Lebanon","New Claudia",10.71298941037707
2018,"Sweden","Josephstad",10.715291429698391
2002,"Luxembourg","West Paul",10.719543100582303
2012,"Ghana","South Joel",10.71979594456222
2010,"Singapore","East Lisamouth",10.721447134937014
2013,"Ghana","Linstad",10.724905245225123
2008,"Greece","West Aaronshire",10.725350836859883
2006,"Belgium","Katherinechester",10.725388996419506
2015,"Maldives","New Denisebury",10.728779876871368
2007,"Bahamas","Lake Walter",10.72991286465413
2005,"Korea","West Regina",10.730854798521202
2002,"Wallis and Futuna","Lloydmouth",10.73088519881783
2019,"Austria","East Jason",10.732482723016302
2011,"Tanzania","East Maryfurt",10.732748339635895
2009,"France","New Cody",10.733756405785464
2019,"Canada","New Jonathanstad",10.736034394889153
2021,"Armenia","Lake Amybury",10.738581684078644
2005,"Kenya","Gloriaside",10.74014276143093
2020,"Papua New Guinea","New Austin",10.740866731587596
2013,"Costa Rica","Port William",10.744599731691183
2019,"Central African Republic","West Karenfurt",10.744709140140252
2002,"Estonia","Frostfort",10.747390763940189
2010,"Venezuela","East Kelseystad",10.747600067031597
2022,"Philippines","Garnerburgh",10.750503991940697
2010,"Anguilla","Lake Carlosland",10.7517919422251
2012,"Turkmenistan","Stephaniechester",10.7545394811368
2004,"Sierra Leone","Pierceborough",10.754657320496944
2006,"Nicaragua","South Rachelland",10.754781439861382
2001,"Mexico","Darrylland",10.75760487662479
2006,"French Guiana","Lake Amy",10.757781183515526
2013,"Dominican Republic","North Paulside",10.758073613124038
2012,"Sierra Leone","Lake Marialand",10.759834113880409
2020,"Nicaragua","West Nancyborough",10.760974416352829
2006,"Bosnia and Herzegovina","East Teresaton",10.761039987193875
2018,"French Polynesia","Port Kylemouth",10.765714006458884
2000,"China","North Joseph",10.766769978608028
2007,"Sweden","Lorihaven",10.768833411992269
2022,"Tanzania","Pamelaberg",10.76973940320671
2011,"Mozambique","Port Debra",10.77176130118236
2006,"Oman","Lake Kevin",10.77402617751804
2006,"Bosnia and Herzegovina","West Craig",10.776349415642532
2015,"Guyana","New Pamelaport",10.779760059120813
2012,"Tajikistan","Port Nicholas",10.78323895716186
2017,"Mongolia","New Kevinmouth",10.78390660507574
2000,"Italy","South Ronaldborough",10.783954471662032
2022,"Denmark","Lake Richard",10.783974385423663
2017,"Malawi","Mariaberg",10.785555839930108
2022,"Iraq","Camposchester",10.78886082830941
2018,"Kazakhstan","East Johnland",10.789394726545822
2014,"Mayotte","Isabellastad",10.792325534317229
2021,"Mauritania","East Joelland",10.79265897257413
2016,"Armenia","East Nataliechester",10.79322041014364
2022,"Qatar","Garretthaven",10.794779481126628
2002,"Luxembourg","Lake Anthony",10.79671921634126
2019,"Haiti","Danielhaven",10.798465049209693
2015,"Gambia","West David",10.800533144978203
2003,"Singapore","South Elizabeth",10.800564935922084
2008,"Kenya","North Aliciaside",10.80132739833658
2000,"Benin","Tuckershire",10.801725040099702
2017,"Bermuda","Williamshaven",10.802220371554103
2004,"Kyrgyz Republic","Hatfieldland",10.804120780269589
2009,"Belgium","East Brandon",10.805420271992038
2013,"Uganda","Tateland",10.80970158621658
2003,"Serbia","Combsland",10.812045651117243
2000,"Sri Lanka","New Michele",10.81473268512888
2005,"Yemen","West Brittany",10.816765869756646
2001,"Turkmenistan","Michaeltown",10.817248600235205
2012,"French Southern Territories","Thomasbury",10.821388232327724
2022,"Jordan","Port Andrew",10.821750215918074
2011,"Seychelles","New Lauraville",10.82453120722212
2002,"Greece","Port Derrickshire",10.824674571132842
2007,"Maldives","North Jesus",10.825992447577734
2019,"Jordan","Donaldton",10.83089475748016
2009,"Pitcairn Islands","West Richardchester",10.834245232361244
2018,"Guadeloupe","Claireshire",10.834615588577703
2020,"Tonga","Jacksonville",10.834897272405872
2011,"French Southern Territories","Lake Katherineside",10.837070425844692
2009,"Hungary","Dakotaside",10.837838523710833
2003,"Sao Tome and Principe","Angelabury",10.839109633559971
2022,"Netherlands","North Edwardbury",10.841402035121291
2001,"French Guiana","East Steven",10.84654151220398
2013,"Svalbard & Jan Mayen Islands","West Linda",10.847852580838929
2013,"Nepal","East Davidchester",10.84826849317235
2021,"Yemen","Michaelbury",10.848422024099182
2004,"Senegal","West Stephanieville",10.85064908904661
2008,"Italy","Pattersonhaven",10.852612527762242
2007,"Saint Lucia","New Karen",10.85482087099185
2009,"Jamaica","Port Joshua",10.857098411262726
2002,"Bulgaria","North Jeanettefurt",10.859326181907376
2012,"Korea","Nathanielchester",10.859339909299909
2019,"Bhutan","Port Brianfort",10.86176325260989
2006,"Canada","South Paula",10.862303620907184
2013,"Cambodia","Trujillomouth",10.86283792814581
2007,"Indonesia","New Rhondaville",10.867095793851584
2021,"United Kingdom","North Julie",10.870373316637783
2001,"Romania","Johnathanfort",10.871788105700492
2001,"Tuvalu","North Kristiview",10.873855948573542
2000,"Mali","Bakerburgh",10.874589265810686
2019,"Turks and Caicos Islands","Burkehaven",10.874725067342355
2004,"Haiti","North Daniel",10.87572180496884
2020,"Montenegro","North Sheliaburgh",10.876837262662752
2021,"Thailand","North Amandachester",10.87716245231478
2019,"Cuba","Wheelerland",10.881359620302916
2016,"Malta","Leeberg",10.881455509104818
2007,"Solomon Islands","Hughesborough",10.883878657674144
2015,"Cambodia","Port Jamestown",10.883977628351586
2019,"Cameroon","New Molly",10.884165081237908
2005,"Denmark","Reynoldsberg",10.884476103992418
2015,"Anguilla","New Kevin",10.887646104027471
2012,"Egypt","Richardbury",10.893416232704435
2004,"Congo","Lake Ronald",10.899850427372227
2016,"Ghana","South Meghanton",10.900040392237475
2002,"Sweden","South Charles",10.90452422235596
2000,"American Samoa","Brownstad",10.905672308596856
2020,"United States Minor Outlying Islands","East Angelicamouth",10.905867859478567
2009,"Tajikistan","New Lisa",10.906988748760972
2005,"United Kingdom","Savageton",10.907485668757673
2021,"Malawi","North Crystal",10.911492196880712
2020,"Poland","North Christian",10.912470766816863
2006,"Estonia","New Patrickbury",10.914009234672008
2009,"Sudan","Mackfort",10.91469071287518
2017,"Christmas Island","Port Christopher",10.916229016161534
2014,"Serbia","Christopherfurt",10.916272146373148
2007,"Poland","Hurleymouth",10.919634441007402
2012,"Myanmar","Stevenburgh",10.922802625203976
2021,"Cape Verde","South Erin",10.922828105637167
2018,"Netherlands","Johnsonside",10.924064642295493
2007,"Greenland","Gutierrezton",10.926365746893914
2012,"Bhutan","New Jessicaland",10.928368526890631
2020,"Angola","Lake Johnberg",10.929511475666226
2018,"Eritrea","New William",10.931394082628051
2014,"Serbia","Stevenston",10.933597128831838
2008,"Korea","Amymouth",10.934758073439994
2018,"New Zealand","New Josephstad",10.93529450057548
2007,"Holy See (Vatican City State)","West Karenborough",10.938325848899826
2002,"Oman","East Danielletown",10.939949669675812
2012,"Slovakia (Slovak Republic)","Zacharyborough",10.940144971863358
2014,"Guyana","Billyburgh",10.942418138721642
2019,"Congo","Hallberg",10.944187305438252
2000,"Slovenia","Lake Donaldland",10.945142614466306
2003,"Panama","East Brandi",10.945354225577894
2006,"Taiwan","West Juliefurt",10.946275936896924
2003,"France","Lake Thomashaven",10.946298399477737
2010,"Saint Vincent and the Grenadines","West Paulafort",10.94956549351428
2002,"Netherlands Antilles","Brownside",10.949672876523834
2021,"Guinea","South Allison",10.9514610916674
2004,"Finland","Victoriatown",10.95166297690696
2009,"British Virgin Islands","Susanchester",10.95423304910672
2022,"Slovenia","Austinstad",10.95454301608704
2004,"Malaysia","New Nicholas",10.955296041642631
2010,"Cameroon","West Carlaton",10.956555141268217
2007,"Saint Helena","Brownhaven",10.963511347592984
2006,"Guatemala","Christinafurt",10.963573537413524
2006,"Lithuania","Delacruzberg",10.965098650813424
2014,"Chad","East Kaitlinland",10.96608900149156
2019,"South Georgia and the South Sandwich Islands","New Nicholas",10.96748056343197
2008,"Nicaragua","New Melissaberg",10.970718676834478
2007,"Comoros","Sabrinamouth",10.972137597651628
2011,"Western Sahara","Port Karaburgh",10.97263754947944
2005,"Jersey","Port Danielle",10.979710058476638
2005,"Oman","New John",10.981228780108644
2001,"Faroe Islands","Kristinaside",10.981804431782669
2008,"Holy See (Vatican City State)","North Yvonneborough",10.985577915504248
2016,"Malaysia","Rhodesfurt",10.98757106231971
2012,"Slovakia (Slovak Republic)","Port Robertberg",10.988598453017383
2012,"Greenland","Mcdowellville",10.990995061188384
2020,"Slovenia","New Lisa",10.991006061566525
2009,"Burkina Faso","Lake Darrell",10.99235395553134
2010,"Italy","North Kristina",10.993422775765383
2017,"Antigua and Barbuda","North Chris",10.99381290199738
2022,"Antarctica (the territory South of 60 deg S)","Sarahberg",10.994467643971545
2014,"Peru","Elizabethfurt",10.996759743728424
2008,"Tanzania","Ballshire",11.000360068295842
2020,"Netherlands Antilles","Dylanbury",11.001709998433748
2018,"Lithuania","Burtonchester",11.003549484184829
2004,"Bhutan","Toddmouth",11.003993944727553
2012,"Tanzania","Friedmanton",11.005090338007737
2014,"Ethiopia","Frymouth",11.00614994607605
2013,"Bahamas","West Josehaven",11.006959433092083
2005,"Nigeria","Nathanview",11.00703038638988
2010,"Guinea-Bissau","Lake Autumnberg",11.007342394426653
2020,"Samoa","Morriston",11.008796046552575
2005,"Slovenia","Brendachester",11.01074759762021
2007,"Kazakhstan","West Heatherborough",11.010843410862458
2001,"Central African Republic","Nguyenfurt",11.012017236917336
2020,"Kazakhstan","Nealville",11.015555344872553
2005,"Anguilla","East Laurenstad",11.01580994579167
2017,"Saint Helena","Craigchester",11.01749611064907
2020,"Colombia","East Michaelside",11.01865929900071
2011,"France","North Michael",11.019096909700476
2001,"Nauru","Lewisland",11.019100482963008
2006,"Angola","Lake David",11.021402625416831
2000,"Japan","Teresaview",11.028128510240728
2004,"Nicaragua","Robinview",11.028979801186235
2013,"Gibraltar","Elizabethport",11.029942912425335
2006,"Pakistan","Lake Andrew",11.030182692254924
2009,"Canada","North Christopher",11.031951637159391
2002,"Tunisia","Tanyamouth",11.036803792725824
2002,"Vietnam","Ashleyside",11.037835835554128
2006,"Serbia","West Nicholashaven",11.040150310862629
2003,"Micronesia","Port Aliciatown",11.041121988324749
2005,"Sierra Leone","South Thomasfort",11.04685551086983
2009,"Saint Kitts and Nevis","Port Lorifort",11.046864446871378
2016,"Montserrat","Port Natasha",11.047462324118804
2010,"Dominican Republic","New Courtney",11.049429265418953
2000,"Spain","Lake Glennmouth",11.050275763301215
2003,"Antarctica (the territory South of 60 deg S)","South Lisa",11.05169992505739
2010,"South Africa","Brandifort",11.054803340521904
2018,"Swaziland","Sancheztown",11.055252509158883
2004,"Tunisia","East Jaredside",11.057136492998191
2007,"Uruguay","East Mariahside",11.059698758963368
2013,"Georgia","East Shannon",11.06067731862319
2001,"Australia","Conwayberg",11.06314258198406
2013,"Uganda","New Jorge",11.067079684734114
2015,"Marshall Islands","Kellyfurt",11.0692968118396
2007,"Lithuania","Ellisonborough",11.06990126996859
2012,"New Zealand","Kevinshire",11.07058244960128
2009,"Taiwan","Harrisfort",11.07518551831421
2002,"Jersey","Parkertown",11.076156236500667
2006,"Taiwan","Michaelshire",11.076566695262116
2006,"Indonesia","West Valerieberg",11.07680091020178
2008,"Cambodia","West Sarah",11.077314808439532
2001,"Anguilla","Warnerview",11.080657091946811
2021,"Chad","North Elizabethview",11.081886115488658
2014,"Grenada","West Mary",11.082521855028752
2020,"Malta","New John",11.083437157310104
2001,"Mexico","West Ruthmouth",11.084473220649336
2012,"Montserrat","North Patricia",11.084861092931456
2014,"American Samoa","Lake Michael",11.088488289460257
2001,"Luxembourg","Andersonchester",11.090459910363878
2011,"Gambia","East Matthew",11.093847849204982
2017,"Niue","Jeffburgh",11.094066685733328
2006,"Guam","East Markville",11.099015715403556
2018,"Saudi Arabia","Colleenchester",11.100336110076752
2020,"French Southern Territories","Ramirezmouth",11.101534239496308
2008,"Nigeria","East Rickytown",11.104118207594382
2001,"Oman","New Kathy",11.10428822589803
2012,"Bangladesh","Saraville",11.10567316965546
2020,"Timor-Leste","West Sarah",11.108317818357616
2004,"Kiribati","Chadchester",11.10930994833278
2021,"Mozambique","Owenstown",11.110404879053098
2005,"Bhutan","Popefort",11.115874907992527
2006,"Chad","Birdfurt",11.118561522617648
2003,"Iceland","North Henryshire",11.120187592259748
2013,"Panama","Gardnerton",11.120857858403989
2001,"American Samoa","Lisafort",11.123650720614377
2005,"Kazakhstan","Lake Michael",11.123679411611956
2008,"Cote d'Ivoire","Singhhaven",11.129853665630224
2002,"Bahrain","Marthaton",11.135085431810056
2021,"United Arab Emirates","Blakeside",11.136745713036373
2012,"Australia","Kristenhaven",11.13709968156033
2003,"Zambia","Dixonbury",11.138994289359012
2010,"Brazil","South Jessica",11.140124526498736
2020,"Romania","Mikeview",11.141357835282262
2005,"Eritrea","Lindseyview",11.142245025934152
2004,"Paraguay","Larsontown",11.143864522223762
2004,"Monaco","Randyburgh",11.144215097434069
2003,"Kyrgyz Republic","Romanland",11.144758109551582
2016,"Micronesia","West Christopherstad",11.14904232156672
2022,"El Salvador","Woodsstad",11.149560656554304
2003,"Estonia","Cruzville",11.150571599349531
2011,"Tanzania","East Christina",11.151865047185773
2000,"Ecuador","Lake Shirley",11.15211897051963
2020,"Lesotho","Batesport",11.152166868133548
2019,"Mayotte","East Christine",11.152369170874085
2015,"Serbia","Andreton",11.15376537384778
2014,"Bosnia and Herzegovina","Johnsonhaven",11.155878724958445
2021,"France","New Patrickfort",11.159060560587776
2000,"Marshall Islands","South Wayne",11.159921636533417
2012,"Myanmar","Port Joel",11.161302960176895
2006,"Angola","Mayton",11.162861568994272
2015,"American Samoa","Jaclynport",11.166235181559674
2014,"Philippines","Port Zachary",11.167031371782311
2003,"Togo","Gonzalezburgh",11.167685775045992
2001,"Hungary","Myersmouth",11.170668100472689
2015,"Chile","Port Ryan",11.17095294758257
2009,"Svalbard & Jan Mayen Islands","East Davidfort",11.179347720141015
2016,"Estonia","Port Shawn",11.180717451431352
2003,"Ukraine","Georgeville",11.180866370248784
2018,"Palau","West Taylor",11.183785819785845
2005,"Greenland","Lake Matthew",11.186058463042247
2005,"Armenia","New Michaeltown",11.191045520287172
2007,"Peru","Seanside",11.196221311193302
2005,"Sierra Leone","Beasleyview",11.1971898958844
2003,"Somalia","East Stevenborough",11.19752162145126
2014,"Ukraine","North Jennifer",11.200734526091024
2018,"Seychelles","Port Rebecca",11.201194826733516
2012,"Albania","West Glennfurt",11.20368408900123
2008,"Svalbard & Jan Mayen Islands","Williamfort",11.204910259945644
2005,"Korea","North Adam",11.205722294463811
2009,"Latvia","North John",11.205900465018368
2015,"United States of America","Moralesberg",11.207690304080549
2003,"Saint Lucia","South Steven",11.207705970122744
2016,"Guernsey","Stephanieland",11.208096696843027
2000,"Solomon Islands","New Nicholaschester",11.208613834612551
2010,"British Indian Ocean Territory (Chagos Archipelago)","East Daniel",11.210027404047487
2006,"Sudan","North Jenniferfurt",11.211172616210924
2011,"Lesotho","Lake Juan",11.211616996945102
2010,"Bhutan","Jameschester",11.212625983664964
2006,"Ireland","North Mirandatown",11.21542455455273
2000,"Dominica","Port Kevin",11.217459099450611
2013,"Zimbabwe","West Nicolefort",11.220190397606489
2017,"Slovenia","New Erica",11.221514581902944
2009,"Tuvalu","Port Williamchester",11.22254907616905
2013,"Uzbekistan","East Bonniemouth",11.22278845498306
2021,"Trinidad and Tobago","South Kyleview",11.224262129243296
2014,"Trinidad and Tobago","West Christopher",11.225185697269753
2021,"Hungary","Cookview",11.22754684893419
2005,"Yemen","Johnsonbury",11.232306365942485
2001,"French Guiana","East Andrew",11.233815379046533
2022,"Myanmar","Bobbymouth",11.235506223239083
2006,"Mongolia","New Lisa",11.239904039113128
2006,"Iraq","North Howardport",11.240942474579882
2011,"Turkmenistan","South Chadmouth",11.2420985701712
2008,"Belgium","New Danahaven",11.242801317486126
2009,"India","Oliverside",11.243023028054305
2007,"Bangladesh","Kerrfort",11.244070379639275
2020,"Congo","New Steven",11.2442158671014
2013,"Haiti","New Williamborough",11.246351467572891
2010,"Brunei Darussalam","Veronicaville",11.248424753398409
2018,"Russian Federation","Jasonburgh",11.249013766557212
2003,"Cook Islands","Ayalahaven",11.249596369050456
2008,"Qatar","North Julieville",11.249763792814903
2006,"Antarctica (the territory South of 60 deg S)","Pittsmouth",11.250816508930903
2018,"Belize","West Heidi",11.250968398305435
2019,"Malaysia","North Carlhaven",11.252373600107184
2010,"Liberia","Dustinchester",11.253471432150462
2004,"Brunei Darussalam","Hayesside",11.254333456804922
2015,"Yemen","New Marychester",11.25458713265638
2015,"Israel","South Michael",11.257015401805548
2011,"Lithuania","Port Nathan",11.261448761751105
2002,"Trinidad and Tobago","Castroside",11.26148908848606
2022,"Kazakhstan","New Jameston",11.262148922728064
2017,"Armenia","Lake Michelle",11.263372249708686
2019,"Madagascar","Lake Michaelborough",11.263493054022794
2009,"Netherlands","Bellborough",11.266044903506984
2000,"Costa Rica","West Anntown",11.26972514882024
2011,"Sao Tome and Principe","Corychester",11.27036710978735
2012,"Samoa","Rodriguezmouth",11.271321630983524
2017,"Togo","New Christopher",11.277094863871948
2015,"Uruguay","Lake Aaronmouth",11.280588952765571
2001,"Bulgaria","Timothyfort",11.28300083963483
2011,"Papua New Guinea","Jessicafurt",11.287697169884812
2007,"Egypt","Lake Hector",11.28812829892144
2017,"Kiribati","Johnsonmouth",11.288409989817843
2009,"Sierra Leone","Hufffurt",11.28980691287195
2008,"Sweden","Maryside",11.29084505460152
2017,"Bolivia","Willieport",11.291275057614511
2014,"Bulgaria","Lopezville",11.293783193441715
2020,"Montenegro","Jasonfurt",11.294479063062049
2008,"Pitcairn Islands","West Tiffany",11.29566311118657
2006,"Dominica","Frederickchester",11.299382818120645
2006,"Iceland","South Beth",11.299708368457951
2017,"Cameroon","Hubermouth",11.308545004717663
2020,"Guernsey","North Michelle",11.311303031902751
2019,"Taiwan","Wangfurt",11.311700674107056
2022,"Russian Federation","Bowersfort",11.312204925045448
2019,"Congo","Williamburgh",11.313551298328228
2002,"Kyrgyz Republic","Wallerfurt",11.319159184494028
2003,"Gibraltar","New Masonton",11.31931823028162
2011,"Estonia","Port Stephanie",11.31980112827435
2008,"Saint Vincent and the Grenadines","East Mathew",11.320139536007176
2000,"United States Minor Outlying Islands","New Andrew",11.321589183049548
2020,"Mongolia","Lake Maryshire",11.321848811395302
2001,"Sao Tome and Principe","Port Travisside",11.323636393361523
2016,"Saint Lucia","South Jamesbury",11.326996554109858
2020,"Congo","Trevinoburgh",11.327656581263176
2001,"Nauru","West Reneeport",11.330110161635476
2012,"Mauritius","Knappside",11.335854637536936
2018,"Senegal","Lake Katieside",11.33626426091326
2019,"United States Virgin Islands","Janethaven",11.336610023856874
2012,"Algeria","North Angela",11.337357125605203
2007,"Antarctica (the territory South of 60 deg S)","Joshuaborough",11.337387649123272
2010,"Cyprus","Woodsport",11.34056724605206
2019,"Paraguay","Wellsland",11.343281248331769
2017,"Somalia","Port Russellmouth",11.344003876018224
2003,"Hong Kong","North Kimberly",11.34507371307811
2005,"Timor-Leste","Louisview",11.345619994719176
2007,"Czech Republic","East Michelle",11.346191844228386
2002,"Serbia","Port Michaelburgh",11.346858428211164
2019,"Kiribati","Larsonfurt",11.346869541670516
2000,"Denmark","South Sylvia",11.347275076957573
2014,"Falkland Islands (Malvinas)","Port Nathanfort",11.348567187809165
2000,"United States Minor Outlying Islands","Port Carriefurt",11.35018112704649
2021,"Svalbard & Jan Mayen Islands","Fitzpatrickborough",11.350678459837445
2010,"Mayotte","Johnstonland",11.350784539092034
2003,"Slovenia","New Lisa",11.35600768454319
2010,"Slovenia","Nguyenshire",11.35623879981742
2018,"Burkina Faso","East Robert",11.357956550510492
2001,"Mozambique","East Eric",11.358374262564212
2002,"Uganda","Jillview",11.359325346360595
2013,"Samoa","Lake Rhondaberg",11.359879431646196
2009,"Guadeloupe","Johnville",11.367173115306448
2003,"Suriname","Bellburgh",11.368912177094744
2022,"Solomon Islands","North Julie",11.36958657387686
2018,"United States Minor Outlying Islands","West Rachelland",11.373492332686784
2006,"Luxembourg","North Phillipville",11.375001466960024
2004,"Mali","Kathleenstad",11.377666232181356
2016,"Slovenia","Muellerfort",11.385834862577571
2001,"Israel","Samanthashire",11.386331387324912
2021,"Georgia","Brianport",11.388517668606978
2013,"Malta","New Diana",11.389665108805398
2015,"Western Sahara","Lake Alexanderberg",11.392870670387612
2005,"Spain","North Theresa",11.393137317125133
2017,"Cuba","East Gregorymouth",11.3933292750487
2002,"British Indian Ocean Territory (Chagos Archipelago)","North Matthewville",11.394522807132503
2021,"Burkina Faso","New Justinmouth",11.39748500146779
2020,"Angola","Leonbury",11.398695696058365
2016,"Guernsey","Cheyenneton",11.400531407120775
2010,"Eritrea","West Keith",11.404015838347137
2003,"Denmark","Melindamouth",11.404791353166248
2013,"Dominica","North Jose",11.40974296840717
2015,"Ecuador","Port Jose",11.41174104099375
2019,"Gambia","East Jennifer",11.412162057486212
2018,"Switzerland","North Christopherfurt",11.416273448701066
2012,"Malaysia","Christopherfort",11.416360537383326
2017,"Maldives","Aliciafurt",11.41755713635813
2018,"French Guiana","Port Bryan",11.418584678365882
2008,"Greenland","South Amanda",11.419048514453358
2015,"United States Minor Outlying Islands","West Jamie",11.421516529306563
2008,"Ecuador","South Rachelhaven",11.422309615534676
2022,"Egypt","Port Carlos",11.426187599619553
2002,"Lebanon","New Erikberg",11.433550017431998
2014,"Brazil","New Allisonton",11.433902060051834
2018,"Spain","New Elizabeth",11.433949980226462
2022,"Lebanon","New Peterton",11.434860843710211
2017,"Azerbaijan","West Savannahside",11.434956027459483
2007,"Cook Islands","West Jasonview",11.435072814839447
2015,"Denmark","Adrienneberg",11.436444637364636
