"year","country","location","wind_speed"
2006,"Taiwan","West Juliefurt",14.998073350733115
2017,"Honduras","Port Brian",15.007345159357444
2013,"Slovenia","East Megantown",15.016915328773669
2018,"Ukraine","Ryanfort",15.02310632467378
2005,"Congo","Aaronfort",15.029557891373436
2016,"Turkey","Lake Angelica",15.032340176999954
2004,"Argentina","South Andrea",15.03577029948015
2000,"Bosnia and Herzegovina","Port Paigeborough",15.038432471427765
2012,"Liberia","Brownton",15.045657686728154
2019,"Montenegro","Woodburgh",15.067049582754882
2021,"Isle of Man","Ramirezland",15.070747987115974
2018,"Czech Republic","Peterport",15.078880948524716
2014,"Paraguay","Port Michelle",15.079512737618378
2015,"Niger","Thomashaven",15.084333342111456
2005,"Swaziland","Arianaville",15.09254700674263
2021,"Qatar","Brittneyborough",15.114038408018844
2002,"Armenia","Smithshire",15.131034263115705
2012,"Congo","South Mariaville",15.150457769421038
2013,"Faroe Islands","Port Nancyport",15.164671731509928
2013,"Zimbabwe","Margaretburgh",15.168731532804152
2012,"Czech Republic","North Ashleytown",15.17186934964731
2019,"Grenada","East Richard",15.182194077695591
2021,"Rwanda","Sherryfort",15.183522381395017
2019,"Cambodia","Cooperberg",15.190273780536923
2021,"South Georgia and the South Sandwich Islands","Hallhaven",15.192536435269291
2014,"Cameroon","North Theodoreport",15.196050258682105
2013,"Ukraine","Charlesview",15.197683990627098
2011,"Romania","East Danielside",15.201748071314498
2015,"Qatar","West Timothyborough",15.209129405126363
2007,"Micronesia","Angelaside",15.21602023056461
2006,"Andorra","West Brandonville",15.225518881430744
2019,"Fiji","West Kayla",15.228389590002156
2006,"Argentina","Burchshire",15.24057507489634
2006,"Costa Rica","West James",15.247607985728012
2015,"Guatemala","Joshuaville",15.264025794198666
2009,"Madagascar","New Phillipberg",15.269684805161171
2012,"Iran","East Kelly",15.272054831337112
2012,"Montenegro","South Caitlin",15.280788821414577
2020,"Estonia","Port Autumn",15.283472746765142
2010,"Korea","East Charlesland",15.287117968533048
2009,"Taiwan","Dianaside",15.290533867505312
2019,"United Arab Emirates","Beckfort",15.291805146129253
2002,"Estonia","Gibsonfurt",15.292945261567596
2020,"Lebanon","West Matthew",15.296041891985762
2011,"Egypt","Tonyabury",15.299127232976062
2016,"Denmark","New Kaitlinchester",15.310631174440363
2010,"Senegal","South Shelly",15.313639650486492
2000,"Northern Mariana Islands","East Keith",15.314790679340362
2012,"Guatemala","Millerburgh",15.324471265229011
2005,"Tokelau","Wilsonhaven",15.33269655158121
2016,"Madagascar","Dunnville",15.337303728692358
2012,"Hong Kong","Manuelton",15.337623416722291
2010,"Saint Barthelemy","Deborahton",15.340489810415225
2019,"Kyrgyz Republic","Scottmouth",15.343119222461333
2007,"Peru","South Jacqueline",15.344547989741276
2022,"Nigeria","South Bryanfurt",15.35371105122308
2012,"Seychelles","East Jillbury",15.361498906039872
2007,"Kuwait","New Bryan",15.361559236101268
2018,"Switzerland","West Brianborough",15.362637535665336
2007,"Guernsey","Port Susan",15.36904247714098
2006,"Cayman Islands","Lake Alexis",15.369044329739484
2012,"Estonia","Garrettmouth",15.371628042928688
2018,"Paraguay","South Brittanyville",15.372066256007482
2018,"Congo","West Gregory",15.372984621752856
2005,"Norway","East Rachelhaven",15.374267828191506
2010,"Vietnam","East Lori",15.374304382118066
2022,"Bahrain","Lake Nancyfort",15.37748948322984
2004,"Guyana","Lake Peterberg",15.384848134566903
2016,"Hong Kong","Frederickchester",15.387225985486836
2006,"Uganda","New Daniel",15.39300623391468
2020,"Belgium","West Christopher",15.39772138164629
2020,"Romania","Mikeview",15.400337275180858
2022,"Reunion","New Rebeccastad",15.400785653893056
2009,"San Marino","North Alexisville",15.409220579947142
2008,"Israel","New Matthew",15.4128126296515
2020,"Netherlands Antilles","Thompsonshire",15.416875217097548
2021,"Haiti","Reginaberg",15.417539389445544
2008,"Tunisia","Johnsonstad",15.422847906761794
2013,"Cuba","East Christopher",15.428809746758038
2019,"Cocos (Keeling) Islands","East Aaronside",15.429464029609711
2015,"Kiribati","Santanaton",15.43579819829724
2001,"Uzbekistan","New Nicholasside",15.43808854364666
2002,"Haiti","Lake David",15.457379644234967
2013,"Poland","Gloverfurt",15.459362228918232
2001,"Kiribati","Chaseview",15.464938557327462
2008,"Benin","Bennettside",15.478998284000618
2015,"Georgia","Port Jesseshire",15.48912039598454
2000,"Korea","West Roberthaven",15.495185432984917
2010,"Mayotte","Johnstonland",15.501740882542354
2006,"Heard Island and McDonald Islands","New Tiffany",15.51047205820696
2005,"Myanmar","Lake Sheliaton",15.511964815666865
2003,"Bermuda","Port Kevinshire",15.514707585671832
2015,"Guam","North Jamesmouth",15.51481332726723
2013,"Heard Island and McDonald Islands","Youngmouth",15.519230763755242
2020,"Belgium","West Joanneton",15.532283001120843
2015,"Slovakia (Slovak Republic)","East Kevinshire",15.5356400263153
2003,"Montserrat","West Bryan",15.541292884301347
2019,"New Caledonia","South Joshuabury",15.54878438580043
2000,"Japan","Teresaview",15.55110171217376
2004,"Tajikistan","Mccarthystad",15.551559672058318
2002,"Armenia","Christophermouth",15.554757199221967
2011,"Papua New Guinea","Jessicafurt",15.5696052400546
2009,"Panama","Thompsonstad",15.5711299755321
2011,"Trinidad and Tobago","East Lindsayside",15.571334638530807
2014,"Algeria","Wattsville",15.571815353368253
2003,"Togo","Ashleybury",15.596479393690116
2012,"Vanuatu","North Abigailside",15.59920726040856
2000,"Mozambique","Bobbyborough",15.606293217690595
2008,"Bouvet Island (Bouvetoya)","Jensenshire",15.6069925678534
2006,"Israel","Drakemouth",15.619154170172797
2000,"Nauru","Thomashaven",15.620232545273272
2015,"Seychelles","New Michellefurt",15.628883050603015
2018,"Ireland","Martinezview",15.630709226745443
2001,"South Georgia and the South Sandwich Islands","Lake Shellyburgh",15.635331535740288
2017,"Kyrgyz Republic","North Elizabeth",15.636699647353058
2002,"Sri Lanka","West Michaelshire",15.639053898244187
2008,"Georgia","Combsfort",15.645613874483985
2003,"Congo","Roberttown",15.64918529561936
2021,"Mauritania","North Mary",15.6586399367157
2006,"Samoa","North Michaelton",15.663887380319656
2012,"Switzerland","Jenniferville",15.664782214642258
2008,"Niue","South Heather",15.665131242719266
2009,"Guatemala","Lake Vanessabury",15.665579321583884
2006,"Denmark","Port David",15.676255564655644
2000,"Greece","South Alanport",15.684106174616897
2015,"Guadeloupe","Hannahside",15.68536428667956
2019,"New Zealand","Madelineview",15.68604609205128
2022,"Heard Island and McDonald Islands","Jermainemouth",15.690389549400551
2013,"Isle of Man","New Gregorybury",15.69742275559902
2017,"Taiwan","North Karina",15.699250238776614
2014,"Bosnia and Herzegovina","Smithfurt",15.704177080804431
2020,"Colombia","East Michaelside",15.70468700357308
2018,"Iran","Benjaminport",15.7119397794436
2005,"Honduras","Taylorberg",15.71710565384854
2000,"Tuvalu","Port Richardfurt",15.720943642696325
2004,"Brazil","Holmesshire",15.724994517270911
2010,"Luxembourg","West Tara",15.72505847281492
2014,"Syrian Arab Republic","Port Ashley",15.72536424859779
2005,"Hungary","Brandiburgh",15.730081005304264
2006,"Latvia","Lake Donaldton",15.73153677468045
2000,"Germany","Evanstad",15.735232689182888
2017,"Botswana","New Jason",15.738141277918
2003,"Palau","Clarkbury",15.758428158644811
2017,"Paraguay","Danielletown",15.762197736277638
2004,"French Guiana","Kathleenview",15.776085374322186
2008,"Canada","Wallaceview",15.778762697029348
2013,"Botswana","Harrisonville",15.78451415531318
2008,"Greenland","Smithshire",15.796728158278562
2018,"Guernsey","Lisahaven",15.800114538544708
2001,"South Africa","North Jeffrey",15.802413845426017
2013,"Ghana","Linstad",15.803519787294212
2011,"Bulgaria","Michelleborough",15.806760498632292
2019,"Namibia","Pierceshire",15.80743127638981
2020,"Sri Lanka","Robertport",15.817633958327788
2019,"Gambia","Lake Aaronside",15.825791337820238
2009,"Lesotho","North Matthew",15.841841325512211
2011,"Swaziland","North Karinaview",15.847576753195035
2004,"Ghana","East Jermaine",15.852382407658771
2020,"Italy","Michaelview",15.856947581131026
2005,"Cameroon","Lake Arthur",15.866648701448732
2006,"Guyana","New Marioland",15.867649029880376
2003,"Mauritius","New Stevenfurt",15.873036119340597
2007,"Costa Rica","Kellytown",15.887297780369696
2022,"Austria","Port Bruce",15.89043570754798
2011,"Thailand","East Kimberly",15.891050230547748
2013,"New Zealand","Port Cassandraside",15.891072431955685
2008,"British Virgin Islands","Hannahhaven",15.896215586704187
2001,"Myanmar","Watsonberg",15.8990045304644
2008,"Gambia","Lake Donald",15.904443001248502
2005,"Madagascar","Petersonville",15.906282711473263
2007,"Norfolk Island","North Christopher",15.915370346604824
2021,"Congo","Port Deborahville",15.92182867010193
2014,"Jamaica","Jenkinsfort",15.928610528630871
2016,"Italy","North Emily",15.942532009667577
2022,"Spain","Port Joshuaberg",15.944431308170731
2014,"Cocos (Keeling) Islands","New Bethanytown",15.951870107919149
2007,"Tajikistan","Oliviamouth",15.960237743538269
2011,"Chad","North Allenview",15.962759264992016
2008,"Togo","Suarezfort",15.965918831154264
2010,"Belize","Williamville",15.966944422519152
2000,"Turkmenistan","Francishaven",15.967095405602144
2019,"Cameroon","Smithborough",15.97054247904855
2000,"Yemen","South Jeffreyfort",15.97115844461582
2016,"Gambia","Christinafurt",15.972657699858422
2000,"Gabon","North Bryan",15.983443120144331
2014,"Sudan","East Michael",15.986097753147764
2022,"Mozambique","New Thomas",15.988625895526182
2012,"Hong Kong","Lunaland",15.99006800755398
2008,"Poland","West Stevenborough",15.995280735134129
2009,"Nicaragua","Pamelaport",15.99540562398104
2009,"Mauritania","Port Christine",15.995703389570645
2002,"Czech Republic","Port Janet",16.007024298576418
2012,"Serbia","Melindatown",16.007891901547122
2002,"Congo","Port Christopher",16.010802942014514
2022,"Lao People's Democratic Republic","Mitchellstad",16.018040625659314
2004,"Ghana","Wallfurt",16.019819054786538
2015,"Sao Tome and Principe","Gilestown",16.02454538955676
2010,"Greenland","New Biancahaven",16.027553217422724
2013,"Colombia","Lake Jeffreyland",16.04635148084008
2010,"Guernsey","Hayesbury",16.047764718885873
2020,"Japan","East Pamela",16.06434139742009
2006,"Cambodia","Stacyborough",16.06643220995484
2020,"Kazakhstan","Daviston",16.070312690902576
2013,"Qatar","Port Jennifer",16.074988321367574
2009,"Serbia","Brooksburgh",16.07700470924074
2017,"Lebanon","Kennethfurt",16.089712016911506
2012,"Seychelles","Riosberg",16.1066907114595
2001,"Malaysia","Deborahland",16.109127945599848
2012,"Angola","Mcmillanport",16.121563907412956
2007,"Antarctica (the territory South of 60 deg S)","Port Christopher",16.127766171509712
2021,"Australia","Stoutview",16.13172646676146
2012,"Botswana","Maldonadostad",16.135232126801046
2011,"Cocos (Keeling) Islands","Port Andreaberg",16.135259127220625
2013,"Uganda","Tateland",16.14022752992407
2012,"Samoa","Rodriguezmouth",16.141254174498513
2004,"Congo","East Lawrence",16.14582589622744
2020,"Sudan","West Danny",16.153755226118506
2015,"Saint Helena","Morrisonbury",16.17123193831137
2002,"Gabon","New Jonathanhaven",16.174733561386965
2015,"Algeria","East Brandonville",16.175403757082762
2010,"Austria","North Amandaton",16.18480206675766
2017,"Belarus","East Samanthaberg",16.189333725340198
2008,"Bahamas","Lake Andreastad",16.196985422856958
2002,"Zimbabwe","Christineland",16.20040200293022
2017,"Sierra Leone","South Aaronhaven",16.207723303778508
2015,"Equatorial Guinea","Michaelton",16.208915022511068
2009,"Malawi","Grahamstad",16.20901399759803
2020,"Senegal","Michellemouth",16.209580640229238
2013,"Malta","Jonesfurt",16.20963274264434
2016,"Puerto Rico","North Bradley",16.21338969525688
2015,"Canada","Willisbury",16.220064502487546
2012,"Slovakia (Slovak Republic)","Williamsland",16.221772133547113
2004,"Jordan","Port Jennifer",16.231854779995476
2012,"Gambia","North Kevinport",16.232268502937046
2003,"Jamaica","East Ericatown",16.240224051899805
2005,"Latvia","New Mariah",16.2421365877499
2019,"Taiwan","Princeview",16.24539284888553
2017,"Togo","New Christopher",16.247995236934194
2009,"Rwanda","Bellfurt",16.252640225078263
2014,"Sao Tome and Principe","West Brandonchester",16.253024300600732
2016,"India","West Alyssaburgh",16.262198212842442
2019,"United States Virgin Islands","West Michaelville",16.26286495868871
2016,"Saint Vincent and the Grenadines","Sarahton",16.267649305070876
2000,"Sao Tome and Principe","New Kathleen",16.269137641749175
2021,"Saint Lucia","Davistown",16.271858653873593
2006,"Angola","Brianberg",16.273418379658665
2007,"Albania","Anitaburgh",16.280504415246643
2019,"Taiwan","Port Harry",16.28908677843438
2002,"Norfolk Island","South Meredithmouth",16.290789086665047
2018,"United States Minor Outlying Islands","West Rachelland",16.301566388386956
2003,"Micronesia","North Jamesshire",16.302599909251835
2006,"Colombia","Collinsberg",16.311368631287188
2012,"Anguilla","Port Joshuaburgh",16.31145467674161
2008,"Finland","Thomaschester",16.31253231236362
2012,"Cook Islands","Lake Vanessafort",16.31365977299718
2005,"Paraguay","South Wesley",16.313660504510768
2006,"Oman","Christianburgh",16.327034644731025
2005,"Algeria","New William",16.327622978384547
2020,"Madagascar","Port Jessica",16.329626917867607
2010,"Svalbard & Jan Mayen Islands","Lake Tina",16.33089490591798
2015,"Togo","Davidburgh",16.334927981433356
2005,"Sri Lanka","Harrisfurt",16.335469600523844
2012,"Wallis and Futuna","New Russell",16.339604883358028
2015,"Tokelau","South James",16.34167011920088
2017,"Tonga","East Troy",16.349222403345486
2007,"Sri Lanka","East Marychester",16.3509587266839
2010,"Chile","Allenchester",16.367313078752655
2014,"Eritrea","Lake Patriciabury",16.371676570564276
2000,"South Georgia and the South Sandwich Islands","Jacobhaven",16.37219075688387
2018,"Niue","East Victoria",16.37432705195504
2007,"Japan","Tanyamouth",16.379479058181545
2016,"Madagascar","Torresburgh",16.38059221508648
2004,"Andorra","East Patrickmouth",16.39367120570096
2001,"Djibouti","East Daniel",16.399770067754964
2001,"French Guiana","East Andrew",16.400085291476252
2000,"Costa Rica","Port Leah",16.40162018579021
2022,"Swaziland","Whiteland",16.4033540813585
2019,"Tunisia","Port Lorettaburgh",16.406830317456635
2015,"Syrian Arab Republic","Jonesshire",16.409142503523107
2018,"Tanzania","Ashleymouth",16.409792809075935
2019,"Moldova","Stevenburgh",16.41503748076166
2018,"Nicaragua","Port Melissaberg",16.415292641735448
2014,"Slovakia (Slovak Republic)","East Shaneberg",16.422482290248485
2009,"Grenada","East Marvinfurt",16.435220711187792
2013,"Saint Kitts and Nevis","New Loriborough",16.436827495921026
2011,"Morocco","Tylerchester",16.44197214160214
2022,"Spain","New Blake",16.443527707283778
2007,"Egypt","Lake Hector",16.44574165157221
2003,"Bouvet Island (Bouvetoya)","Lake Briantown",16.451336726108007
2005,"Ireland","Lake Michele",16.467558219051853
2015,"Congo","Hodgesside",16.471517279390742
2018,"Namibia","North Lisa",16.47743948422862
2016,"Albania","Lauraton",16.49607608222733
2005,"United States Virgin Islands","Morrisview",16.496801652782505
2003,"Slovakia (Slovak Republic)","Tranview",16.50106166957317
2009,"Cook Islands","Morrismouth",16.507852758450053
2021,"Niger","Christianchester",16.512227646410942
2006,"Benin","Hollandview",16.51531523019361
2002,"Gibraltar","Amyfort",16.519227674148173
2009,"Saint Martin","Lauraland",16.536984197879683
2008,"Sierra Leone","West Alyssa",16.543230025968608
2011,"Gabon","South Richard",16.546283204051242
2011,"Costa Rica","Gonzalezchester",16.549763784436017
2002,"China","Riddletown",16.550827467110263
2013,"Bahrain","Fosterhaven",16.56347390804414
2015,"Vietnam","Kathrynton",16.566372597087447
2016,"Egypt","Swansonmouth",16.568029842540078
2012,"Niger","Bradleyport",16.57177964219666
2014,"Tokelau","North Joshua",16.574120203401566
2016,"United States Virgin Islands","Thomasmouth",16.580129219949264
2009,"Puerto Rico","North Bruce",16.586137178407462
2016,"Cyprus","Chapmanshire",16.588455383314532
2004,"Saudi Arabia","Nicholasbury",16.590782586043012
2011,"Gambia","Port Michael",16.5948929110379
2012,"Argentina","Turnerton",16.60672869961473
2013,"Colombia","Lake Danielville",16.610379434200027
2022,"Estonia","Danielton",16.61180847961831
2020,"Honduras","Melindabury",16.616999568452044
2010,"Nauru","Port Brianburgh",16.620052746436194
2007,"Trinidad and Tobago","Jennifershire",16.620216263126746
2007,"Samoa","Vegaville",16.620895827660853
2013,"Timor-Leste","Diazhaven",16.625592957072783
2022,"Mauritania","West Michelle",16.626480339327514
2005,"United States Minor Outlying Islands","West Cheryl",16.628627694144228
2017,"Congo","Beardburgh",16.629761970809128
2013,"Benin","South Markborough",16.63131808333917
2000,"Central African Republic","Keithmouth",16.63252027183836
2011,"Italy","New Lisa",16.637124441423722
2000,"Antigua and Barbuda","Emmafort",16.642656912974413
2014,"Cyprus","South William",16.64273821997201
2017,"Saint Barthelemy","South Stephaniemouth",16.65562106866536
2010,"Guernsey","Port Stephenton",16.6559410312798
2004,"United States Minor Outlying Islands","South Aaron",16.656350085618527
2019,"Algeria","Jessicaland",16.659327049231294
2021,"Lao People's Democratic Republic","Mendezburgh",16.66155441366036
2012,"Palestinian Territory","Higginsfort",16.667397352231355
2016,"Mauritius","New Angela",16.675678291531685
2013,"Guinea","New Kimberlyland",16.694613126183057
2009,"Nepal","East Nicholasland",16.696159489822737
2014,"Guinea","South Robert",16.6973726789568
2002,"Peru","Port Melinda",16.703186811345404
2012,"Kenya","South Jonathanberg",16.70904508772092
2021,"Wallis and Futuna","Port Thomasberg",16.712644681546717
2017,"Gibraltar","Anthonyland",16.71722035518447
2015,"British Indian Ocean Territory (Chagos Archipelago)","South Timothy",16.72016670944638
2011,"Namibia","Lake Zachary",16.721172302322323
2018,"Swaziland","Sancheztown",16.727756908701146
2021,"Fiji","New Adamport",16.732120212183244
2022,"Martinique","South Johnfort",16.737004192179345
2015,"Northern Mariana Islands","Lake Walter",16.73701433283562
2022,"Cyprus","Bakerchester",16.737394934988604
2022,"American Samoa","Mitchellbury",16.772437891864257
2010,"Anguilla","Lake Carlosland",16.77557648223804
2008,"Saudi Arabia","North Samanthafort",16.781815150495934
2002,"Kyrgyz Republic","Wallerfurt",16.785917504887387
2010,"Burkina Faso","Whiteberg",16.805330998395934
2019,"Namibia","Lake Christopher",16.80830322525943
2022,"Sri Lanka","South Lisaburgh",16.81319312355854
2000,"Solomon Islands","Harperport",16.825047390119067
2010,"Jordan","Johntown",16.825848528203807
2009,"South Africa","Luisshire",16.831612475726693
2000,"Cook Islands","Jayville",16.832361814739443
2009,"Croatia","North Jessicamouth",16.836331093502594
2019,"United States Virgin Islands","Janethaven",16.84577155618458
2011,"Tokelau","Port Cheryl",16.856016822789254
2003,"Myanmar","Dennisfurt",16.86554185978894
2018,"Micronesia","Amberberg",16.866167711788666
2012,"Fiji","Ayerston",16.873836185095172
2019,"Australia","Perrymouth",16.880291699014382
2008,"Swaziland","Lake Paul",16.880553164654582
2004,"Cocos (Keeling) Islands","West Jessicaland",16.89611763293187
2015,"Maldives","East Shelbytown",16.898801338629955
2020,"Senegal","South Annburgh",16.900963952477078
2018,"Hungary","Robinsonside",16.906508331123028
2019,"Mayotte","East Christine",16.90728153967158
2016,"Christmas Island","Jasonton",16.91005072962662
2006,"Kyrgyz Republic","West Kristen",16.912959985662763
2004,"Mali","Fullerfort",16.91403323590077
2003,"Algeria","Annamouth",16.915176032153887
2003,"Kyrgyz Republic","Stephaniemouth",16.923139242590135
2003,"Swaziland","West Justinton",16.923407509479826
2009,"Mozambique","Matthewburgh",16.93043046585574
2010,"Martinique","Mejiamouth",16.930866869687915
2013,"Taiwan","Danielleland",16.933752525373635
2002,"Czech Republic","North Philip",16.937727327052958
2018,"United Arab Emirates","New Manuelfort",16.938322459941922
2021,"Japan","Youngfurt",16.93844792902245
2010,"Svalbard & Jan Mayen Islands","Marieport",16.94146793631932
2005,"Brazil","West Matthew",16.954074432882855
2016,"Togo","South Vickieview",16.954889762885074
2016,"Nauru","New Alexis",16.959000415297094
2021,"Saint Kitts and Nevis","West Nicholas",16.962586712617494
2018,"Kyrgyz Republic","West Nancyhaven",16.970970017722298
2002,"Malta","East Amber",16.97136070393673
2012,"Uzbekistan","Robertburgh",16.97883405647651
2018,"Comoros","New Brian",16.979291427381554
2012,"Bangladesh","Lopezside",16.990650611989505
2019,"Malta","North Gregoryborough",16.991593594535416
2009,"Kyrgyz Republic","Dawnhaven",16.99711831320922
2021,"Martinique","Jonathantown",16.998568800180326
2005,"Mali","Josemouth",16.998692860297705
2001,"American Samoa","Lisafort",17.00027356197358
2020,"United States of America","Thompsonfort",17.004120228987198
2017,"Jordan","Coxhaven",17.00954574653919
2010,"Guinea-Bissau","East Dakota",17.012760560551094
2010,"Romania","Douglaston",17.01675705533649
2002,"Faroe Islands","South Philipbury",17.036496258448302
2002,"Montserrat","Jesusburgh",17.040808040379584
2018,"Montenegro","Cheryltown",17.046448622241662
2001,"Liberia","Lake Gregory",17.05914403739585
2013,"Singapore","West Karen",17.06223500356408
2011,"New Zealand","Houseside",17.06227394004119
2006,"Vanuatu","North Amy",17.062337849306918
2010,"Vanuatu","South Adam",17.069363385799956
2010,"Slovenia","South Jacob",17.074878888294993
2020,"Cote d'Ivoire","Franktown",17.083034231294274
2000,"Samoa","Adammouth",17.094476927615037
2004,"Kyrgyz Republic","West James",17.099231743577263
2022,"Cameroon","Port Melissaview",17.104165001200528
2002,"Tokelau","Charleschester",17.114551477729307
2004,"Tajikistan","Spencerfurt",17.116320392808337
2015,"Libyan Arab Jamahiriya","Webbport",17.117243343390243
2020,"Mauritania","Ruiztown",17.121365199101657
2011,"Germany","Willisstad",17.136845151337543
2021,"Finland","Port Jonathanside",17.13781443659219
2000,"Estonia","Port Stephen",17.14157963670378
2006,"Eritrea","Reesehaven",17.14394556835151
2012,"Gibraltar","New Kristen",17.155529664510095
2001,"Norfolk Island","New Kevinstad",17.18250009932511
2007,"United Arab Emirates","North Tammy",17.18997872930961
2001,"Northern Mariana Islands","Lake Joelborough",17.19367664086243
2014,"Bermuda","Sherrybury",17.1992833142368
2022,"Panama","South Michelleborough",17.199536807283206
2001,"United States Minor Outlying Islands","Port Janet",17.211401584423015
2013,"Honduras","North Katherine",17.226019283736278
2000,"Swaziland","Lake Eric",17.226721773297033
2008,"Kiribati","West Anafurt",17.227016382015226
2001,"Lesotho","North Nathan",17.236673063533104
2020,"Montenegro","North Sarah",17.2382132098841
2011,"Antigua and Barbuda","South Lynnport",17.24403979565589
2013,"Palestinian Territory","South Derrick",17.262940130057903
2020,"Ireland","Steventon",17.26362433640706
2019,"Nigeria","East Richard",17.267070351850034
2006,"Equatorial Guinea","West Michael",17.26920565633876
2014,"Algeria","Lake Danielleton",17.27008492950106
2020,"Hong Kong","New Dana",17.283104801809955
2001,"Oman","Port Kevinville",17.283989580608505
2006,"Cambodia","Garciaview",17.285882521820195
2017,"Antigua and Barbuda","North Chris",17.289602714003728
2013,"Malta","Sandersmouth",17.28973698946478
2021,"Kuwait","Jamesmouth",17.291645749293917
2016,"Saint Martin","Port Kellymouth",17.295967085932336
2011,"Switzerland","Paulchester",17.297967701940525
2011,"Congo","East Johnnyville",17.299153770283766
2005,"Maldives","Lake Marymouth",17.308036850310593
2011,"Tunisia","Jordanhaven",17.309332118869534
2000,"Israel","Adrianshire",17.309514333469412
2012,"Monaco","South Lisa",17.311520664310375
2019,"Papua New Guinea","Garciachester",17.313160838589376
2021,"Uganda","East Randall",17.31856000406049
2003,"Zambia","Coffeyton",17.32104900611909
2016,"India","Williamfort",17.3284814092768
2013,"Andorra","Lake Joelton",17.33074815405801
2007,"Bangladesh","West Patricia",17.341549865082488
2005,"Korea","North Adam",17.347013903399755
2016,"Oman","Stephanieburgh",17.349398129708334
2021,"Pitcairn Islands","Thompsonfurt",17.35048451350838
2022,"Bahamas","Johnmouth",17.353592670407465
2018,"Norway","South Nicoleview",17.35929937111336
2000,"Denmark","South Sylvia",17.359849287212796
2006,"Reunion","Lake Anthony",17.36682085864187
2013,"New Caledonia","Brittanyfort",17.367800659854844
2001,"Andorra","South Jonathan",17.375451151657312
2013,"Gambia","Stewartshire",17.376470006428807
2021,"India","South Patrickchester",17.38010623398264
2011,"Holy See (Vatican City State)","Hopkinsstad",17.38074167978493
2002,"Guadeloupe","South Cody",17.381771183952218
2006,"Northern Mariana Islands","Brownchester",17.38320114459831
2011,"Egypt","Carlychester",17.385740302330692
2005,"British Virgin Islands","Palmershire",17.38988444178624
2011,"Ecuador","South Jerryburgh",17.400659080142837
2000,"Panama","Alejandroside",17.402584784881643
2006,"Montenegro","Ryanmouth",17.405302805472967
2014,"Iran","Gilbertstad",17.414492716697787
2012,"Libyan Arab Jamahiriya","North Jessicaview",17.426162737121665
2006,"Chad","Birdfurt",17.42721799756806
2021,"Lithuania","East Juanville",17.430451905626924
2002,"Liberia","Monroemouth",17.43906836973193
2017,"Guadeloupe","New Timothy",17.442411623323107
2010,"Thailand","East Stanleymouth",17.443056669918526
2020,"Norway","Wilsonhaven",17.450192232631736
2007,"Antarctica (the territory South of 60 deg S)","Joshuaborough",17.458312422762045
2004,"Bahamas","Port Melissatown",17.462235331264985
2018,"South Africa","Port Noah",17.467315306225878
2015,"Romania","Brooksview",17.472752853444305
2022,"Myanmar","Bobbymouth",17.49263827561198
2009,"Maldives","Williamsonfort",17.4993434200304
2001,"Reunion","Johnsonborough",17.503685842372985
2009,"Liberia","Brandonview",17.505611392295865
2018,"Paraguay","South Christian",17.508389027464073
2015,"Burundi","Adamsland",17.51541379764545
2010,"Uganda","Isaactown",17.526628798304543
2002,"Lebanon","New Erikberg",17.53951309841817
2010,"Falkland Islands (Malvinas)","Lake Kendra",17.547358992129936
2015,"Ecuador","Port Jose",17.552006520618825
2007,"Suriname","Houstonhaven",17.553390473588436
2012,"Guam","New Jenniferstad",17.553788439374063
2000,"Egypt","Baldwinstad",17.569403061780882
2021,"San Marino","Jerrymouth",17.571471317961684
2013,"Kiribati","Holtbury",17.573066639375778
2005,"Turks and Caicos Islands","Mcdonaldburgh",17.574925171870103
2001,"Monaco","East Darleneside",17.575537279546825
2010,"Trinidad and Tobago","Port Albertmouth",17.583816556942494
2014,"Madagascar","East Kenneth",17.58382675573578
2000,"Ecuador","Port Kelly",17.590766688893872
2002,"Iraq","West Jocelynmouth",17.591951017301493
2003,"Indonesia","Williamton",17.593443339028543
2021,"Tunisia","Katherineside",17.598838310996296
2012,"Gabon","North Craig",17.60037242765039
2012,"Sudan","West Jonathan",17.603455337612655
2013,"Saint Kitts and Nevis","Lake Robertshire",17.604318854980182
2009,"Thailand","Port Seanbury",17.604554875305677
2009,"Portugal","Andersonville",17.61186124201038
2017,"Monaco","Lake William",17.612686419701273
2007,"Ghana","Stanleymouth",17.617282384052498
2012,"Montenegro","Port Jeffreyland",17.630751364057456
2022,"Libyan Arab Jamahiriya","Ericfort",17.632124874653286
2010,"Egypt","Lake Morgan",17.636617593097103
2006,"Central African Republic","Andersonton",17.638581469759213
2001,"Bosnia and Herzegovina","South Stephenton",17.642652766011715
2007,"Turkey","West Curtis",17.64272513460783
2012,"Svalbard & Jan Mayen Islands","North Timothy",17.648091253801574
2015,"Serbia","Andreton",17.65136522661231
2020,"Faroe Islands","Brooksville",17.66327446297007
2013,"Uzbekistan","East Chadview",17.6837010286255
2006,"Iceland","East Erinland",17.684627734145558
2002,"United Arab Emirates","Johnborough",17.684825780980205
2015,"Iceland","North Troytown",17.695383936991572
2003,"Singapore","North Kim",17.7031459253307
2004,"Romania","Ellisfort",17.709644567242115
2001,"Greenland","Sanfordland",17.72109024593464
2011,"United Arab Emirates","New Aaron",17.72538377790892
2011,"Tanzania","East Christina",17.727217449463527
2016,"Congo","New Christina",17.73126133699881
2019,"Saudi Arabia","Loganmouth",17.731536895881643
2005,"Puerto Rico","Justinfurt",17.74001265406449
2011,"Jamaica","Juliafurt",17.744230202314654
