Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
29:29.2,Wolfland,Guinea-Bissau,22.17403427,472.5746774,0.93693993,40.90561688,28.29786605,41.87303107
39:12.5,Chavezview,Micronesia,16.72439999,386.2018788,0.585295639,44.35441152,1.394099117,41.26821522
48:55.7,Jeffton,Colombia,12.82410075,372.7054275,-0.720825387,5.73901275,36.63799992,12.39497872
58:39.0,West John,Sweden,14.59040145,314.4930927,-1.227372607,3.163900847,26.23551723,48.23309328
08:22.2,New Kelseyview,Lesotho,20.73594628,511.2717485,0.653144774,59.95579366,81.71305952,39.45143317
18:05.5,Sheltonside,Tonga,13.10265782,394.0378056,1.112941804,93.85459084,11.44130615,31.05830298
27:48.8,Molinaland,Saint Vincent and the Grenadines,13.10540151,292.3518196,0.12858458,48.39392822,1.766434114,40.20607436
37:32.0,Meganborough,Albania,19.30429453,416.491372,-1.392807451,84.26257587,90.83414698,40.27126114
47:15.3,Garzaville,Bahamas,10.54860717,435.0502608,-1.155714074,17.48911489,53.80320539,3.52626955
56:58.5,Duaneshire,Papua New Guinea,12.59888725,426.5445067,-0.689205338,85.81906593,82.36271787,41.8561393
06:41.8,Lake Shelleyburgh,Benin,13.08304212,267.4725739,0.796053487,52.94393412,51.8120879,20.22648044
16:25.1,Port Ericchester,Trinidad and Tobago,20.91372988,377.2549074,-1.132374975,25.35193833,31.08041367,35.73248298
26:08.3,South Wesley,Paraguay,14.24505707,390.9019813,-1.496744116,20.68506608,9.969663266,16.3136605
35:51.6,Palmershire,British Virgin Islands,14.37220507,420.6650456,-0.008312033,10.27101316,70.78631524,17.38988444
45:34.8,Mcdonaldburgh,Turks and Caicos Islands,17.21154008,422.7125673,-0.469472453,62.03218107,45.23388497,17.57492517
55:18.1,Franklinshire,Montserrat,14.18145388,429.0436165,-0.28603724,54.31207072,20.51005048,43.17025481
05:01.3,New Mariah,Latvia,22.78719184,381.0221688,-1.688635203,53.10319996,52.59812297,16.24213659
14:44.6,Kathrynborough,Greenland,11.97553877,456.2344491,1.596757511,64.23566636,68.9622723,46.83186732
24:27.9,Petersonville,Madagascar,3.662514098,386.7161362,0.001679974,53.41674665,68.19017487,15.90628271
34:11.1,Mooremouth,Azerbaijan,17.56919683,427.9387839,-0.43487816,71.10264364,58.71844297,0.61078282
43:54.4,South Kayla,Haiti,15.69505635,438.9037708,-0.208949127,28.25401043,74.0412883,47.06996859
53:37.6,West Barbara,Niue,18.25819992,281.5483244,-0.407032334,67.46000563,68.91864254,9.809119632
03:20.9,West Devin,Liechtenstein,6.790872044,456.0182899,-0.283000033,6.615843046,17.76470775,10.09780678
13:04.2,Nelsonland,Portugal,10.59359844,355.4463942,0.981217618,59.63799047,37.54600203,37.38682314
22:47.4,Davisburgh,Jersey,15.84811478,420.1823423,0.237226886,2.234173406,39.82337185,13.25674852
32:30.7,Petersonhaven,Spain,11.96037431,403.6294628,0.299530578,50.80548867,41.49888264,23.19562847
42:13.9,Georgefort,Western Sahara,18.53503281,294.2785055,-0.378805011,21.87631485,50.32031709,2.298597473
51:57.2,South Victoria,Slovakia (Slovak Republic),17.04230904,431.2017758,-0.393994427,61.49420504,58.21576551,20.33175922
01:40.4,Churchbury,Denmark,10.40649404,390.8736498,0.544257837,19.03282398,71.24643442,35.7754029
11:23.7,Lake Tonya,Cyprus,10.35005948,374.3036278,-0.554886314,91.55587581,26.24483077,8.183399865
21:07.0,Bradleystad,Libyan Arab Jamahiriya,3.295588064,395.6788245,0.65781743,46.36271916,27.28685811,12.01960829
30:50.2,New Daniellebury,Uganda,14.9993959,377.133117,0.619658098,11.50129861,85.89020954,21.96778197
40:33.5,Gonzalezfurt,Suriname,13.07609818,394.2491154,-0.15552509,31.52646663,59.18317195,13.84390676
50:16.7,Sharpfurt,Kyrgyz Republic,12.46295708,407.8323241,0.10696557,88.17692013,80.67686508,48.9661332
00:00.0,South Steven,Belgium,13.90780923,334.5338856,1.248660492,27.17292622,10.63310044,23.49485292
09:43.3,Osbornfurt,Bolivia,14.19017686,482.5252679,0.494671707,95.21981319,1.671629168,3.691165244
19:26.5,Perezborough,Uruguay,31.4554198,469.5971434,0.815082351,66.39390532,15.00054288,45.73478246
29:09.8,Mejiaberg,Falkland Islands (Malvinas),11.7041764,332.9184102,-0.472845612,40.76123093,70.58241589,35.29658277
38:53.0,Bauerfort,Aruba,23.64775299,373.5289314,-1.575404962,76.36642209,78.04145409,7.978955112
48:36.3,Lake Tanyafort,Honduras,22.3393666,426.5895231,-0.276123101,39.86000634,65.71617488,41.05700149
58:19.5,Roseland,Gambia,17.06216252,421.3908372,1.446665531,21.79971812,61.94649633,34.19591041
08:02.8,Codyshire,Sudan,19.81656826,388.0539599,-0.396858778,53.05621876,80.24900345,24.92163767
17:46.1,Davidhaven,Aruba,16.09122188,381.8770515,-1.513976987,17.04481285,0.333946112,26.17295576
27:29.3,North Edwardport,Romania,13.0790547,346.3858662,-0.298763805,53.32620232,73.22003161,23.40538289
37:12.6,Port Paula,Mauritius,16.8791019,396.5146934,0.200242593,32.14004265,76.1294669,8.379705705
46:55.8,South Keithland,Finland,15.82444494,417.197816,-0.547843082,24.08412843,8.110477343,45.88980958
56:39.1,West Steven,Reunion,9.26034089,435.9489753,-0.352269655,90.92412337,49.19093682,6.497181491
06:22.4,West Johnnyport,Thailand,20.81258827,360.6556747,-1.21955271,49.07083143,45.1545853,13.83673256
16:05.6,East Nicolefort,Falkland Islands (Malvinas),16.06616211,355.1449006,-0.136335897,44.12995361,8.29086323,39.92916395
25:48.9,Virginiashire,Mozambique,12.02691608,438.4297652,1.247175114,88.02995231,57.59880293,30.45580426
35:32.1,Biancaport,Gambia,14.0108816,472.6251052,-0.104199179,35.46062359,17.4208995,27.40042797
45:15.4,Judyberg,Oman,12.6705242,368.7880853,-1.431751245,2.093918306,50.89284713,22.69365499
54:58.6,West Michael,Kyrgyz Republic,4.137563925,355.7188777,0.327749379,54.92716368,62.01734924,30.69547285
04:41.9,Lake Audreyville,Hong Kong,5.611527737,370.9686141,0.276966613,8.312667636,6.847893467,29.45483517
14:25.2,Cooperburgh,Cape Verde,16.75876772,308.1130056,0.121499785,38.7557101,10.54378113,40.49670206
24:08.4,Simpsonburgh,Turkmenistan,20.09480836,329.6243016,-0.56944198,42.46989725,3.028308378,6.501501388
33:51.7,Lake Danielside,Norfolk Island,20.52955485,412.2729355,0.177296243,77.4840402,13.81463236,20.82234734
43:34.9,Wallaceview,Myanmar,12.55177327,421.4800365,-1.588372257,57.01053812,71.79626785,22.3619325
53:18.2,Port Bryanside,Colombia,21.34261474,396.5749988,0.347165912,0.182622336,77.04232064,46.98131987
03:01.5,Martinshire,Slovenia,29.66643733,360.4432623,1.321361652,60.69243461,99.53931194,23.44523374
12:44.7,East Joshuaview,Saint Vincent and the Grenadines,13.43871813,533.5068851,0.048818127,30.95390227,37.68466861,43.30201437
22:28.0,South David,Aruba,16.192101,373.9111152,1.724523411,49.89426731,81.57595268,48.21758549
32:11.2,West Cheryl,United States Minor Outlying Islands,19.33747529,362.1090098,-0.804076462,63.87096232,38.89051793,16.62862769
41:54.5,Port Carmen,Tanzania,15.87435099,359.2942634,-0.160988627,36.13391108,13.07884264,43.0287498
51:37.8,East Laurenmouth,Azerbaijan,16.24391112,403.9926401,-0.927811078,82.22658649,64.83212205,33.33325067
01:21.0,Phillipston,Kyrgyz Republic,18.90161778,388.0908032,0.627855061,82.03276131,46.02066213,0.576261875
11:04.3,Port Joshua,Somalia,13.13371045,402.3893028,-0.094839718,27.31256589,12.3882646,46.3642745
20:47.5,South Christopherfurt,United States of America,24.61182599,402.0164215,-0.854038856,97.39930485,1.410849397,0.484351216
30:30.8,Shellyshire,Falkland Islands (Malvinas),15.18683257,539.5217011,-1.003169565,60.59472161,7.187878428,24.38173168
40:14.0,Kingview,Korea,17.83201572,386.558794,0.924832683,76.8962751,45.62847952,49.58150671
49:57.3,East Rachelhaven,Norway,12.78499852,459.1445934,-0.115950855,31.0139906,34.08811322,15.37426783
59:40.6,Maryberg,Northern Mariana Islands,11.97432888,416.7497005,-1.847329283,58.09360421,28.34756496,18.74570651
09:23.8,Johnsonbury,Yemen,11.23230637,372.3680339,-0.057249521,70.76162196,17.92792286,4.996486091
19:07.1,Hayleychester,Cuba,19.58442949,330.4672613,-0.517626587,73.67536646,78.71768198,37.76997462
28:50.3,Nancystad,Costa Rica,7.856894497,345.4418745,2.537980186,90.89475174,32.63196374,4.584617616
38:33.6,Lake Sandra,New Zealand,14.52180363,409.887232,-0.220452961,72.88027582,38.55351013,36.60956822
48:16.8,Lake Markton,Tonga,10.28991934,384.3106313,0.655078632,47.12448452,21.79305893,29.97835415
58:00.1,Lake Joshua,United States Virgin Islands,15.12969013,403.2121829,-0.093518345,44.37937956,0.26256018,49.85860216
07:43.4,Lake Sandraburgh,Wallis and Futuna,17.52350375,409.2562917,-0.503575356,13.30660116,36.37126662,49.67748235
17:26.6,New Aimeeberg,Seychelles,14.26224633,404.5135775,-1.085829091,6.620912816,79.89541876,45.4795869
27:09.9,Thompsontown,Azerbaijan,18.52635102,410.035875,0.368539044,41.00326889,30.64669414,22.0624775
36:53.1,Melissaborough,Palestinian Territory,13.22284003,331.4870972,0.664748755,50.71199289,50.16687853,26.93894154
46:36.4,East Brookebury,Qatar,22.24884013,388.8813617,0.118819641,5.382450693,65.73549763,12.92591649
56:19.7,Port Thomasfort,Czech Republic,24.81401778,391.8195041,0.324053785,28.42019002,43.21636144,6.567155992
06:02.9,Lake Mason,Bermuda,16.70720655,411.9999824,0.665845466,56.87027658,91.48351712,9.772583256
15:46.2,Andrewfort,Cape Verde,12.6215312,428.6833088,-1.28513683,41.69317684,19.72537786,23.44940152
25:29.4,Michaelmouth,Tanzania,18.43137909,360.4647585,1.131067735,72.82112402,76.88845607,18.31286765
35:12.7,Robertborough,Germany,24.98815256,437.8907194,-0.525254044,72.15958021,37.57456647,3.6316526
44:55.9,North Theresa,Spain,11.39313732,406.945743,-1.341982071,65.94231316,65.90193023,10.05888435
54:39.2,West Thomasport,Georgia,15.76197276,368.8333688,-1.917316391,12.5984191,84.7403004,12.56144098
04:22.5,Port Amanda,Germany,14.6484864,411.0352554,-1.015294544,78.75577576,63.23534659,18.79837006
14:05.7,Ronaldport,Ireland,17.68047576,401.8848575,0.841631695,64.03704598,93.49287023,25.84361229
23:49.0,New Jennifer,Sao Tome and Principe,16.59401621,397.2269587,0.995088852,78.78654218,15.14395401,1.668534369
33:32.2,Lopezton,Cocos (Keeling) Islands,18.90936313,338.0420707,-1.059052476,75.54442067,7.496875208,9.529027955
43:15.5,Anthonyside,Bouvet Island (Bouvetoya),16.35472778,361.8496316,0.275595111,62.51839917,48.27575992,42.72673015
52:58.8,Morrisview,United States Virgin Islands,14.65800307,432.2321199,1.045195328,58.15100539,11.22079733,16.49680165
02:42.0,Lake Calvin,Georgia,13.55228623,428.5117972,-0.435946678,55.93724312,50.24182085,25.14231106
12:25.3,Justinfurt,Puerto Rico,19.49073841,456.590175,-0.406818109,36.48804258,3.707571303,17.74001265
22:08.5,Jonesstad,Jordan,18.87512543,463.7032588,-0.202273201,85.79453185,5.435710706,25.91091309
31:51.8,East Laurenville,Gibraltar,18.42723157,348.0586499,0.87521956,36.85717278,15.95063032,44.44684368
41:35.0,Lake Jeffrey,Eritrea,7.532251477,482.363349,-0.647636162,23.1573748,85.2263913,10.7652917
51:18.3,Matthewberg,Namibia,10.36537571,402.8348517,-0.31606919,32.88258617,74.20373241,21.67027113
01:01.6,Lake Michael,Reunion,7.738928847,378.4069648,-0.238887265,63.64408291,70.34726886,1.394671865
10:44.8,Port Steven,France,21.49550975,332.825044,0.177252793,74.59498648,6.610159751,20.93182248
20:28.1,South Markland,Saint Vincent and the Grenadines,21.59513441,398.2536755,-0.333674201,99.5944089,37.97849839,28.08512078
30:11.3,Kellifurt,Mauritius,7.641481743,425.3962326,0.399983765,19.28810381,17.78176956,4.411545127
39:54.6,Amberborough,Angola,20.25402225,423.7622696,-0.857438674,71.19881232,54.62007486,38.40322804
49:37.9,South Davechester,United Arab Emirates,12.10121703,408.743951,0.632989097,7.705514363,56.52097899,32.86187409
59:21.1,Wilsonhaven,Tokelau,5.249873537,352.1057222,0.464960117,51.27308827,42.95629016,15.33269655
09:04.4,Christopherfurt,Pakistan,13.14398498,327.8071658,-0.749213172,74.10005859,61.29716983,49.3734445
18:47.6,North Robert,French Polynesia,13.80407713,366.7956378,0.402195124,53.57935809,42.36329161,38.29820556
28:30.9,Lake Kyle,Korea,17.76315214,370.6665986,0.943597557,51.4332063,7.811829266,20.5129242
38:14.1,Michaelstad,Israel,15.30605503,432.0184918,-1.897803896,67.32791049,57.81428138,39.56249505
47:57.4,Nathanview,Nigeria,11.00703039,366.3277495,-0.68050958,3.532492811,65.71081626,18.75105632
57:40.7,Paulahaven,Gambia,11.67700002,421.8547626,-0.155122504,13.95076981,75.85054203,4.348219507
07:23.9,Robertmouth,Cocos (Keeling) Islands,19.00102402,464.787988,0.119143743,35.35282209,11.76309224,31.15572898
17:07.2,New Brian,Taiwan,20.24316094,486.4338358,-0.737510414,14.2145177,56.57696935,45.01785802
26:50.4,Rodriguezstad,Netherlands,10.36812538,412.123782,-0.094388735,70.75193347,30.49617226,46.20655912
36:33.7,Paulatown,China,10.03986342,396.1212914,1.866742297,71.39812859,29.34521118,31.80648002
46:17.0,East Vanessa,Botswana,14.35051062,450.4628214,0.151646077,2.329012964,81.79991427,7.621797249
56:00.2,Taylorside,Angola,18.20122854,448.2378597,-2.116593516,49.10005913,68.54777352,43.15904704
05:43.5,New Keithfort,Rwanda,12.54917747,320.8285185,-0.077969405,75.51526892,91.26121654,10.58751252
15:26.7,Lake Alejandramouth,Belgium,21.32350721,382.8746284,0.170553683,29.17005981,47.69801307,9.968202749
25:10.0,Delgadoton,Solomon Islands,16.28248639,395.5895626,0.413830226,13.55903705,28.3368715,2.870127246
34:53.2,West Regina,Korea,10.7308548,427.5023335,0.591814681,32.60742031,62.4539839,49.052562
44:36.5,West Jasonmouth,China,16.54109882,435.0767427,-0.162038391,48.86524977,40.77016545,23.28595771
54:19.8,Port Jenniferborough,Antarctica (the territory South of 60 deg S),7.333063836,452.5497264,1.487524002,54.03673214,98.81994961,35.08677164
04:03.0,Schmidthaven,Macao,16.24174667,337.6351568,-0.669246249,8.864326291,84.28673715,36.47848575
13:46.3,Larsonfort,Bangladesh,20.90890812,385.5325149,1.467114188,92.03236834,74.57613469,35.9830107
23:29.5,East Matthew,Cameroon,8.450603365,390.5237578,2.612233037,2.517137821,57.31245354,14.4090698
33:12.8,Hollandbury,United States of America,23.20379579,492.1493199,-0.436715454,64.96549507,16.7278284,6.373826915
42:56.1,Jamesmouth,Cote d'Ivoire,17.71623165,437.1943964,-0.375461786,17.04698405,80.94443961,26.11729883
52:39.3,West Normamouth,Netherlands Antilles,13.06698529,394.6962299,1.298303916,44.13761388,74.11089168,48.63303266
02:22.6,North Erictown,Senegal,15.88761845,314.2005797,1.459582798,4.127532535,91.67534493,23.90466777
12:05.8,Brandiburgh,Hungary,23.31525025,489.7849294,-0.403857164,13.20743437,34.96339461,15.73008101
21:49.1,Claytonhaven,United Arab Emirates,19.63256914,454.1620701,-0.717082018,93.83744987,70.22889618,5.507373318
31:32.3,Boylefurt,Micronesia,18.61891683,391.0109124,-0.146268362,66.43858324,82.25418572,30.48923813
41:15.6,Bradleyhaven,Georgia,18.30601259,383.2775099,0.328093365,19.37821707,9.900838079,41.76426723
50:58.9,Robertland,Ecuador,16.66836121,444.4418903,0.622641097,85.50108561,83.68620106,7.794834465
00:42.1,Victoriahaven,Central African Republic,15.36467125,438.7575825,-0.704289938,56.22087129,19.24490497,20.27810924
10:25.4,Houseburgh,Netherlands Antilles,21.74126027,357.9439384,-1.266184616,82.73489483,97.57257231,13.29964987
20:08.6,Josemouth,Mali,18.44237377,379.7597761,-1.563309786,75.15914304,76.85615005,16.99869286
29:51.9,New John,Oman,10.98122878,356.2430517,0.154221112,48.04871237,22.97605732,28.27300114
39:35.2,Lake Erinview,Mauritania,22.67107806,378.6425002,0.781841766,60.61905468,51.04616842,47.47251544
49:18.4,South Jerryfurt,Dominican Republic,12.24933337,425.6713638,-0.156951766,53.72548745,72.84339824,27.1287738
59:01.7,New Michaeltown,Armenia,11.19104552,420.1714878,-2.445320397,48.61196269,58.21704132,12.89733645
08:44.9,Gardnermouth,Cuba,17.77933408,370.2646008,0.521733153,20.61425886,36.06212925,26.93804685
18:28.2,Samuelhaven,Congo,17.86325211,517.8051332,0.444786927,38.0134273,27.00713103,37.85724455
28:11.4,Paulport,South Georgia and the South Sandwich Islands,11.49591726,426.8938479,-0.555595513,61.14212696,32.67208659,14.19081292
37:54.7,Deckerville,Niger,20.03893178,399.6258636,1.305399067,64.21139361,93.13574094,27.79746639
47:38.0,Lake Ryan,Bosnia and Herzegovina,10.27529438,380.8544118,0.052549132,57.66650265,28.39225238,3.178124588
57:21.2,Riveramouth,Equatorial Guinea,11.94070785,432.5457532,-1.015623237,59.56805793,60.04711318,32.58987755
07:04.5,Fergusonbury,Niger,16.26235618,381.4768268,0.419186148,9.269181394,43.71654926,23.97197601
16:47.7,East Cameronland,Tokelau,12.34125926,443.0726478,1.341940947,25.35372638,92.2731413,45.92304653
26:31.0,North Autumn,Gabon,22.20026068,421.704537,1.005903672,8.726660711,74.50468913,44.95550166
36:14.3,New Erica,Swaziland,6.379790685,446.8626396,1.119584215,21.67572376,38.06058661,11.17473208
45:57.5,North Julialand,Mauritania,16.87652257,442.3959851,0.970658205,97.3253686,73.05703926,27.01043406
55:40.8,Coryside,Myanmar,16.08637631,340.0284161,-1.096835488,44.26840243,46.26796064,43.92585182
05:24.0,Beasleyview,Sierra Leone,11.1971899,443.0340062,1.06835463,87.17616497,96.96496233,13.20230356
15:07.3,Feliciaborough,Bangladesh,18.13417072,427.9191352,0.527396145,7.247535983,56.49448614,19.71298292
24:50.5,Whitneyville,Pitcairn Islands,20.27193279,369.1479763,1.495182769,19.03104407,8.380781006,13.8988911
34:33.8,Lindseyview,Eritrea,11.14224503,445.3220048,-1.44733584,60.96268495,20.33694948,7.388280261
44:17.1,Shepardburgh,Vietnam,26.00546712,393.6299796,-0.994127041,42.20710927,5.642338004,45.24323374
54:00.3,North Andrew,Netherlands,19.34643982,359.4672925,-1.036323658,66.11746524,27.13779887,12.1074335
03:43.6,West Bobbyville,Thailand,16.383294,349.1905317,0.630340451,52.00511272,9.653956782,2.985177548
13:26.8,North Tylerstad,Australia,14.31455194,413.3131118,0.905462611,55.24217109,20.64539735,33.39119755
23:10.1,Jeffreychester,Armenia,12.52128285,339.7422409,-0.782114648,49.59276594,26.93834872,43.38790354
32:53.4,South Jessica,North Macedonia,12.8730635,503.7628142,0.471880942,46.39403807,81.03534204,11.29151949
42:36.6,North David,Chile,20.22510318,461.4317586,-0.24383396,66.80503865,63.15043151,25.79532891
52:19.9,Whiteberg,Dominica,12.11700894,422.9755107,0.912668506,87.86266219,27.81348054,22.68987477
02:03.1,West Gregory,Korea,23.74732312,369.3013766,-0.480020989,13.28917679,88.34846355,27.7051842
11:46.4,South Randy,Mexico,15.72709928,389.1363424,-0.94105611,46.95169317,83.18420437,13.23399165
21:29.6,Lake James,Afghanistan,23.24662667,440.1088841,-0.842610489,34.35857752,1.170187752,22.76372703
31:12.9,New David,Mauritania,9.05114072,488.01951,-0.701193747,25.77761037,25.40437738,23.71178753
40:56.2,West Brittany,Yemen,10.81676587,396.8008033,0.163796402,35.44542624,97.84808538,7.738391087
50:39.4,Kellymouth,Cook Islands,13.74600109,434.0202009,-0.312125674,72.15415831,14.4301707,2.208213183
00:22.7,East Andreahaven,Montenegro,22.5725681,340.8785686,0.266698756,79.9020424,9.789856289,36.0986579
10:05.9,Lake Emily,Solomon Islands,9.990892593,432.8378869,-1.469608189,12.19378779,58.93591448,38.87152086
19:49.2,Alfredtown,Italy,17.55498051,393.3022964,-0.057820322,31.3372371,3.2637182,20.13743985
29:32.5,East Christopherbury,Spain,16.5515171,483.1173593,-0.035681846,7.244374758,13.60587554,12.98699757
39:15.7,Christianberg,Australia,21.31527958,373.7482305,-0.658311202,76.21708209,18.45013912,23.4958629
48:59.0,Michaelbury,Tajikistan,15.50852296,400.3362323,-0.437772869,15.53987741,30.46713967,33.89401644
58:42.2,Davidview,Kuwait,17.23065015,470.3936854,0.727871071,73.82580373,33.02606182,4.808227445
08:25.5,Smithview,Mexico,10.07532248,528.3768198,1.314651122,13.80166916,87.69746448,11.16707643
18:08.7,Port Lisa,Nepal,9.200412855,372.5474607,0.504793644,47.00072848,34.05411218,36.51419895
27:52.0,West John,United Kingdom,11.51729539,391.4419877,1.196385952,43.15915132,42.89057141,23.65112355
37:35.3,West Jason,Uganda,15.57222681,434.7870293,-0.995707062,35.53722515,46.99992235,22.71913287
47:18.5,West Elizabethchester,New Caledonia,17.08121847,317.7129545,0.137274786,89.359135,86.64749158,13.08285684
57:01.8,Lake Nicoleshire,Argentina,11.87525229,361.360784,-1.514667136,68.58187121,86.28159757,30.50748874
06:45.0,Karabury,New Zealand,9.887854988,417.4536345,-0.431694223,49.74850954,17.58391847,9.677075719
16:28.3,East Lisaland,San Marino,6.290982432,509.5012006,-1.02950286,98.78067288,70.40226996,18.11627417
26:11.6,East Michaelview,Norway,12.41580268,398.884124,0.002497885,26.79511806,63.67843126,21.82877937
35:54.8,Barnesview,Cook Islands,19.17787351,331.2892363,0.957588263,94.78469162,83.1968692,41.20375484
45:38.1,East Andrewside,Iceland,11.61244698,400.1545501,0.28839643,92.87117935,15.94518442,8.536280722
55:21.3,South Charles,New Caledonia,8.878066217,387.5556038,1.878742036,0.015258168,12.38607736,23.19980925
05:04.6,Port Thomas,Nepal,21.14316198,327.8816577,0.754625767,40.02181917,30.54205334,46.79263388
14:47.8,North Adam,Korea,11.20572229,463.4431271,-1.185869119,63.97177293,8.081570313,17.3470139
24:31.1,Hernandezchester,Russian Federation,5.896682933,409.1933792,-0.830392776,81.56897287,35.67921374,20.3237495
34:14.4,New Janetborough,Gibraltar,21.80113061,361.1242793,0.192693102,99.41922927,5.148291641,18.12738337
43:57.6,Lake Rachael,Singapore,17.89568048,364.4095456,-1.75219105,86.56561639,79.92678855,34.08315687
53:40.9,North Cynthia,Armenia,27.33287239,431.8292327,-0.927406779,34.64247521,9.828719221,46.05229022
03:24.1,Adamschester,Fiji,26.01565916,415.1481543,0.097515103,29.36694332,17.02830361,33.07339436
13:07.4,East Deannaton,Ecuador,10.21640561,480.5810789,-0.162751027,95.02020766,48.35705055,26.80640944
22:50.7,Richardmouth,Turkey,12.91499213,367.0332878,0.339725547,0.114991956,38.07254124,23.77564762
32:33.9,South Benjaminborough,Iran,7.013444208,408.0566986,0.47732491,79.31080788,93.10548321,11.57053294
42:17.2,Harrisfurt,Sri Lanka,16.16139678,348.1820008,-0.897606232,64.9244052,13.5383045,16.3354696
52:00.4,Ortegaton,Saint Vincent and the Grenadines,19.25243364,462.3732202,0.737394794,32.9112086,33.00926235,45.01937707
01:43.7,East Julianside,Congo,17.22911449,412.2486039,-0.127155785,14.72307049,32.90368337,28.76386823
11:26.9,New Joseph,Heard Island and McDonald Islands,15.18884438,356.6564274,-0.129644547,31.52489083,22.86508144,25.73891175
21:10.2,Lake Michael,Kazakhstan,11.12367941,462.382833,1.898798274,25.04504465,50.08637965,3.4907023
30:53.5,Taylorberg,Honduras,27.94424872,442.0003035,0.795464127,58.45974416,18.29217052,15.71710565
40:36.7,Port Victorfort,United Kingdom,14.21016023,384.7040757,-0.210690568,53.80656455,17.55014408,23.94718794
50:20.0,South Joannabury,Ghana,12.68337897,445.6493997,-1.934004371,13.21543185,30.03397487,38.81692491
00:03.2,Justinborough,Burkina Faso,18.22667101,346.5441286,0.165377578,45.19942842,25.27001587,30.37220909
09:46.5,Jennifermouth,Denmark,19.40191011,413.682151,-0.277352297,91.35143279,77.62716668,5.742072962
19:29.8,Lake Sheliaton,Myanmar,5.548276816,420.2860218,0.742037534,43.59608663,46.57769998,15.51196482
29:13.0,Lake Thomastown,Yemen,6.070772071,382.7977742,-0.313641444,8.049304138,92.48337895,28.7723342
38:56.3,Fitzpatrickfort,Armenia,21.87447297,480.5873744,-0.552770749,80.13324384,95.95403609,28.2595928
48:39.5,Juliafurt,Holy See (Vatican City State),18.58982602,441.3194842,-0.386976972,10.65811676,44.581134,9.430619558
58:22.8,Nicoleburgh,Estonia,16.16020776,403.6004634,1.434634368,31.67700783,58.60528281,25.92059457
08:06.0,Lake Ryan,Peru,19.63387509,373.624549,0.276596128,14.07116849,33.17290727,45.79519653
17:49.3,East Hannah,New Zealand,20.26240641,426.2357325,-0.286026694,38.13928458,38.63240161,45.30442518
27:32.6,Jesusmouth,Algeria,7.411738897,468.3857118,0.607524019,13.68434379,39.87020881,3.779899241
37:15.8,North James,Hungary,9.805668956,426.4161961,0.020366855,58.54491156,10.08710507,39.01045033
46:59.1,North Melanie,Czech Republic,13.83515487,358.8782546,0.112436728,4.938421063,2.858994979,23.88683967
56:42.3,Kennedyport,Romania,22.05982658,358.2447667,-0.251264401,17.76452676,84.79755433,42.95525157
06:25.6,Matthewsshire,Lebanon,16.92361603,441.9130977,0.124203456,14.35933535,80.25721828,8.300600416
16:08.9,North Moniqueland,Indonesia,20.24064743,367.2360545,-2.321839802,25.45722946,30.36391646,38.46133114
25:52.1,Nelsonport,Switzerland,15.00311907,384.1807459,0.376928454,62.7197854,30.82420925,9.092411139
35:35.4,Wrightland,Wallis and Futuna,18.66073338,314.9965836,0.303184333,72.01912859,24.61191249,25.78544844
45:18.6,Lake Michele,Ireland,13.72493141,402.6188365,0.17665341,53.31387663,30.11943091,16.46755822
55:01.9,Patriciabury,Liberia,16.73603428,398.0883777,0.083892429,33.21233583,42.85661628,47.11324692
04:45.1,South Anthony,Tonga,13.28037408,327.3518637,-0.733195849,58.38235891,89.41309011,17.86268268
14:28.4,Adamsville,Costa Rica,4.505686048,475.4077511,0.337851642,43.64591722,2.124153688,31.25500696
24:11.7,Allisonfurt,Algeria,13.69095061,401.7503495,0.640632705,7.965673283,47.48331631,2.913194989
33:54.9,New Patrickmouth,Congo,14.65746135,470.3058095,-1.004544633,73.52489015,53.84047758,30.86657404
43:38.2,Lake Don,Guadeloupe,14.98821319,387.5391527,1.303041287,61.15398552,72.94224728,37.01894641
53:21.4,Jessicaland,Peru,21.08906916,367.5847876,-0.574261472,92.14186812,79.64055146,41.61514496
03:04.7,Anthonyview,Myanmar,12.87205615,450.3871326,-0.03202961,30.13769157,30.99030719,18.75643822
12:48.0,Port Danielle,Jersey,10.97971006,430.6443444,-0.244835952,26.90922758,42.91321961,24.6434993
22:31.2,South Jennifer,Georgia,17.35073779,314.6083815,-2.157296424,81.86757975,32.41445259,22.7683172
32:14.5,North Rachelton,Indonesia,18.77022192,337.7959532,-1.032548834,25.01921922,11.38989291,23.19862867
41:57.7,Sandovalview,Namibia,7.859916995,375.5011754,1.746060492,38.48430214,99.26153007,27.88943472
51:41.0,South William,Northern Mariana Islands,8.772033294,382.8377072,1.143567114,62.37977582,42.1342164,22.83577279
01:24.2,Port Warren,Serbia,6.957113282,374.2044458,-1.107256063,2.152134933,40.38244954,38.17846369
11:07.5,Laurenfort,Suriname,20.56567099,376.7910872,1.555094741,72.32590472,75.2171608,35.84206236
20:50.8,West Jonathan,Iran,21.67036165,338.8897527,-0.665995992,49.55630375,31.60404111,27.00147798
30:34.0,Markmouth,Sudan,15.50017052,341.4514896,-0.004311275,87.38408597,8.144799319,28.95413831
40:17.3,South Dakota,Libyan Arab Jamahiriya,18.52257624,406.9181543,0.716663265,52.53956666,86.10574722,10.19886058
